,EnteroCount,FourDayRainTotal
1368,23.0,2.1
1369,,0.0
1370,15.0,0.1
1371,53.0,0.1
1372,10.0,0.1
1373,12.0,0.0
1374,,0.5
1375,9.0,0.2
1376,7.0,0.4
1377,16.0,0.0
1378,11.0,0.0
1379,8.0,0.0
1380,28.0,0.0
1381,13.0,0.8
1382,10.0,0.6
1383,3.0,0.0
1384,6.0,0.5
1385,,0.3
1386,184.0,0.0
1387,15.0,0.1
1388,22.0,0.0
1389,3.0,0.0
1390,11.0,0.0
1391,84.0,0.1
1392,20.0,0.0
1393,4.0,0.0
1394,7.0,0.0
1395,6.0,0.0
1396,29.0,0.2
1397,1.0,0.5
1398,,0.3
1399,19.0,1.0
1400,33.0,0.1
1401,27.0,0.8
1402,21.0,0.5
1403,26.0,2.1
1404,33.0,0.4
1405,13.0,0.0
1406,6.0,1.0
1407,26.0,0.0
1408,12.0,0.0
1409,10.0,0.0
1410,25.0,0.0
1411,11.0,0.4
1412,12.0,0.6
1413,15.0,0.5
1414,78.0,0.9
1415,6.0,0.1
1416,14.0,0.0
1417,2.0,0.0
1418,1.0,0.3
1419,1.0,0.6
1420,11.0,0.2
1421,5.0,0.0
1422,11.0,0.5
1423,,0.0
1424,19.0,0.0
1425,1.0,0.0
1426,5.0,0.2
1427,,0.0
1428,6.0,0.0
1429,91.0,0.0
1430,4.0,1.0
1431,291.0,0.0
1432,26.0,0.4
1433,15.0,0.0
1434,147.0,2.1
1435,2.0,0.0
1436,67.0,0.8
1437,41.0,0.1
1438,16.0,0.1
1439,4.0,0.5
1440,7.0,0.2
1441,,0.4
1442,,0.0
1443,8.0,0.0
1444,10.0,0.0
1445,12.0,0.6
1446,3.0,0.3
1447,9.0,0.9
1448,10.0,0.1
1449,7.0,0.0
1450,5.0,0.3
1451,21.0,0.0
1452,5.0,0.5
1453,3.0,0.1
1454,1.0,0.6
1455,4.0,0.3
1456,4.0,0.1
1457,12.0,0.5
1458,16.0,0.6
1459,17.0,0.0
1460,22.0,0.2
1461,36.0,0.0
1462,13.0,0.0
1463,13.0,0.0
1464,4.0,0.0
1465,9.0,0.0
1466,15.0,0.0
1467,24.0,0.1
1468,2.0,1.0
1469,13.0,0.0
1470,24.0,0.4
1471,219.0,2.1
1472,47.0,0.5
1473,1.0,0.0
1474,18.0,0.8
1475,8.0,0.0
1476,61.0,0.1
1477,19.0,0.1
1478,,0.3
1479,34.0,0.9
1480,13.0,0.0
1481,33.0,0.2
1482,4.0,0.0
1483,2.0,0.3
1484,20.0,1.0
1485,13.0,0.6
1486,3.0,0.3
1487,2.0,0.0
1488,6.0,0.0
1489,15.0,0.0
1490,2.0,0.0
1491,,0.4
1492,12.0,0.5
1493,10.0,0.0
1494,18.0,0.1
1495,20.0,1.1
1496,,0.0
1497,,0.0
1498,10.0,0.0
1499,10.0,0.8
1500,75.0,0.7
1501,10.0,0.8
1502,,0.0
1503,,0.0
1504,10.0,0.0
1505,,0.0
1506,365.0,1.7
1507,275.0,1.5
1508,,0.5
1509,10.0,0.0
1510,10.0,0.3
1511,958.0,2.0
1512,31.0,0.0
1513,,0.0
1514,10.0,3.4
1515,,0.1
1516,10.0,0.4
1517,63.0,0.5
1518,11.0,0.6
1519,10.0,1.1
1520,,0.0
1521,20.0,0.0
1522,578.0,0.0
1523,393.0,0.1
1524,10.0,0.6
1525,20.0,0.5
1526,10.0,0.2
1527,98.0,0.0
1528,20.0,1.4
1529,5.0,0.0
1530,,0.0
1531,10.0,0.0
1532,10.0,0.0
1533,,0.0
1534,28.0,1.1
1535,86.0,0.1
1536,276.0,1.7
1537,18.0,0.6
1538,2.0,0.0
1539,9.0,1.4
1540,2.0,0.0
1541,28.0,0.2
1542,20.0,0.0
1543,57.0,0.0
1544,10.0,0.8
1545,86.0,0.7
1546,,0.8
1547,,0.0
1548,,0.0
1549,20.0,0.0
1550,10.0,0.0
1551,30.0,1.1
1552,10.0,0.5
1553,,0.4
1554,,0.0
1555,31.0,0.1
1556,31.0,1.4
1557,31.0,0.0
1558,,0.2
1559,41.0,0.5
1560,41.0,0.6
1561,262.0,0.1
1562,,0.0
1563,,3.4
1564,20.0,0.0
1565,31.0,0.0
1566,2014.0,2.0
1567,31.0,0.3
1568,86.0,0.0
1569,,0.5
1570,73.0,1.5
1571,10.0,0.0
1572,,0.0
1573,22.0,0.1
1574,10.0,0.1
1575,,0.0
1576,,0.5
1577,,0.2
1578,,0.0
1579,,0.0
1580,,0.4
1581,10.0,0.1
1582,,0.0
1583,,0.3
1584,31.0,2.0
1585,20.0,0.0
1586,20.0,0.6
1587,3.0,0.0
1588,196.0,0.0
1589,1.0,0.0
1590,7.0,1.4
1591,1.0,0.0
1592,86.0,0.0
1593,18.0,0.6
1594,7.0,1.7
1595,,0.0
1596,10.0,0.5
1597,9.0,1.1
1598,2.0,0.0
1599,9.0,0.5
1600,,0.8
1601,10.0,0.7
1602,,0.8
1603,10.0,0.0
1604,,0.0
1605,,0.0
1606,,0.0
1607,10.0,1.5
1608,,0.5
1609,,1.4
1610,,0.0
1611,,0.0
1612,31.0,0.0
1613,,0.0
1614,,0.0
1615,10.0,3.4
1616,30.0,1.1
1617,10.0,0.0
1618,10.0,0.0
1619,52.0,0.0
1620,31.0,0.0
1621,,0.4
1622,132.0,1.5
1623,,0.5
1624,,0.0
1625,,0.3
1626,2481.0,2.0
1627,,0.0
1628,,0.0
1629,,3.4
1630,,0.0
1631,160.0,0.1
1632,,0.6
1633,63.0,0.5
1634,10.0,0.2
1635,41.0,0.0
1636,10.0,1.4
1637,52.0,0.1
1638,20.0,1.1
1639,,0.0
1640,,0.0
1641,,0.0
1642,31.0,0.8
1643,,0.7
1644,,0.8
1645,6.0,0.0
1646,,0.0
1647,,0.0
1648,,0.0
1649,45.0,1.1
1650,337.0,0.1
1651,185.0,1.7
1652,41.0,0.3
1653,19.0,0.0
1654,19.0,1.4
1655,8.0,0.0
1656,10.0,0.7
1657,11.0,0.2
1658,29.0,0.0
1659,50.0,0.0
1660,34.0,1.6
1661,28.0,0.0
1662,10.0,0.0
1663,74.0,0.5
1664,6.0,0.4
1665,283.0,0.7
1666,41.0,0.0
1667,,0.8
1668,,0.7
1669,,0.8
1670,8.0,0.0
1671,10.0,0.0
1672,,0.0
1673,,0.0
1674,122.0,1.1
1675,22.0,0.1
1676,214.0,1.7
1677,6.0,0.6
1678,30.0,0.0
1679,194.0,1.4
1680,28.0,0.0
1681,10.0,0.0
1682,16.0,0.4
1683,7.0,0.2
1684,33.0,0.0
1685,75.0,0.0
1686,126.0,1.6
1687,10.0,1.1
1688,,0.3
1689,31.0,0.0
1690,41.0,0.0
1691,,0.0
1692,10.0,0.5
1693,,0.4
1694,,0.1
1695,,0.0
1696,30.0,0.0
1697,10.0,0.2
1698,10.0,0.5
1699,,0.6
1700,650.0,0.1
1701,2723.0,0.0
1702,31.0,3.4
1703,,0.0
1704,10.0,0.0
1705,,2.0
1706,228.0,0.0
1707,,0.5
1708,563.0,1.5
1709,,0.0
1710,10.0,0.0
1711,,1.4
1712,,0.6
1713,,0.0
1714,10.0,0.0
1715,,0.0
1716,20.0,0.0
1717,,1.5
1718,,0.5
1719,20.0,0.0
1720,,0.3
1721,31.0,2.0
1722,,0.0
1723,,0.0
1724,,3.4
1725,72.0,0.0
1726,,0.1
1727,,0.0
1728,10.0,0.0
1729,10.0,1.1
1730,,0.0
1731,,0.8
1732,10.0,0.0
1733,,0.8
1734,10.0,0.7
1735,6.0,0.0
1736,,0.0
1737,,0.0
1738,,0.0
1739,,1.1
1740,86.0,0.1
1741,5.0,1.7
1742,6.0,0.3
1743,,0.0
1744,,1.4
1745,66.0,0.0
1746,9.0,0.7
1747,5.0,0.4
1748,,0.2
1749,,0.0
1750,10.0,0.2
1751,10.0,0.5
1752,4.0,0.0
1753,,0.1
1754,16.0,1.6
1755,58.0,0.0
1756,164.0,0.0
1757,,1.4
1758,,0.4
1759,10.0,0.5
1760,10.0,0.0
1761,12.0,1.7
1762,31.0,0.1
1763,9.0,1.1
1764,,0.0
1765,10.0,0.0
1766,5.0,0.0
1767,,0.8
1768,10.0,0.7
1769,10.0,0.8
1770,,0.0
1771,,0.0
1772,14.0,0.6
1773,10.0,0.0
1774,,0.0
1775,20.0,1.5
1776,10.0,0.5
1777,20.0,0.0
1778,10.0,0.3
1779,,2.0
1780,20.0,0.0
1781,,0.0
1782,10.0,3.4
1783,41.0,0.0
1784,20.0,0.0
1785,,0.6
1786,10.0,0.5
1787,,0.2
1788,,0.0
1789,,1.4
1790,,0.1
1791,,0.4
1792,,0.5
1793,10.0,0.0
1794,10.0,1.1
1795,148.0,0.0
1796,275.0,0.1
1797,,0.0
1798,20.0,1.2
1799,2.0,0.0
1800,10.0,1.6
1801,16.0,0.0
1802,17.0,0.0
1803,4.0,0.2
1804,,0.4
1805,3.0,0.0
1806,,1.4
1807,2.0,0.0
1808,35.0,0.3
1809,11.0,1.7
1810,20.0,0.1
1811,,1.1
1812,,0.0
1813,,0.0
1814,,0.0
1815,,0.0
1816,,0.8
1817,,0.7
1818,,0.2
1819,,0.0
1820,10.0,0.0
1821,,0.0
1822,10.0,0.0
1823,,0.0
1824,,0.0
1825,41.0,1.5
1826,10.0,0.5
1827,,0.0
1828,10.0,0.3
1829,169.0,2.0
1830,,0.0
1831,10.0,0.0
1832,10.0,3.4
1833,31.0,0.0
1834,31.0,0.1
1835,,0.6
1836,10.0,0.5
1837,,0.2
1838,,0.0
1839,,1.4
1840,10.0,0.1
1841,,0.4
1842,,0.5
1843,,1.1
1844,10.0,0.0
1845,10.0,0.0
1846,41.0,1.1
1847,48.0,1.4
1848,,0.0
1849,2420.0,0.3
1850,6.0,1.7
1851,1483.0,0.1
1852,10.0,1.1
1853,,0.0
1854,,0.0
1855,41.0,0.0
1856,10.0,0.0
1857,,0.8
1858,20.0,1.1
1859,,0.2
1860,10.0,0.0
1861,,0.0
1862,6.0,0.0
1863,10.0,0.0
1864,10.0,0.0
1865,441.0,1.5
1866,,0.0
1867,,0.5
1868,10.0,0.0
1869,,0.3
1870,,2.0
1871,,0.0
1872,,3.4
1873,31.0,0.0
1874,63.0,0.1
1875,,0.6
1876,20.0,0.5
1877,,0.2
1878,11.0,0.4
1879,10.0,1.4
1880,20.0,0.1
1881,,0.4
1882,10.0,0.5
1883,10.0,0.0
1884,63.0,0.0
1885,43.0,0.0
1886,10.0,0.0
1887,13.0,0.2
1888,,0.0
1889,2.0,0.0
1890,15.0,1.6
1891,69.0,0.0
1892,,0.0
1893,,0.0
1894,,0.0
1895,627.0,
1896,,0.0
1897,,0.0
1898,10.0,1.6
1899,31.0,0.7
1900,,0.2
1901,,0.0
1902,,1.2
1903,,0.0
1904,,0.0
1905,10.0,0.0
1906,,0.0
1907,939.0,1.5
1908,52.0,0.5
1909,10.0,0.0
1910,20.0,0.3
1911,,2.0
1912,171.0,0.0
1913,,0.0
1914,20.0,0.0
1915,,0.0
1916,20.0,0.6
1917,41.0,0.0
1918,,0.0
1919,,0.2
1920,,0.1
1921,,0.0
1922,110.0,2.2
1923,295.0,1.4
1924,41.0,0.8
1925,10.0,0.1
1926,10.0,0.4
1927,10.0,0.5
1928,122.0,0.0
1929,2481.0,1.1
1930,,0.0
1931,20.0,0.0
1932,20.0,0.1
1933,30.0,1.6
1934,,3.4
1935,,0.0
1936,341.0,0.0
1937,30.0,0.0
1938,20.0,1.1
1939,,0.0
1940,,0.5
1941,10.0,0.4
1942,301.0,0.6
1943,364.0,0.1
1944,41.0,0.0
1945,31.0,0.1
1946,10.0,1.4
1947,10.0,0.0
1948,,0.2
1949,98.0,0.0
1950,,0.6
1951,10.0,0.0
1952,63.0,0.2
1953,216.0,0.0
1954,613.0,0.1
1955,214.0,1.7
1956,10.0,0.0
1957,121.0,0.1
1958,41.0,0.0
1959,10.0,3.4
1960,,0.0
1961,10.0,0.0
1962,30.0,0.2
1963,663.0,2.0
1964,20.0,0.4
1965,31.0,0.2
1966,767.0,2.3
1967,238.0,0.4
1968,218.0,0.1
1969,122.0,0.0
1970,63.0,0.0
1971,73.0,0.3
1972,30.0,0.0
1973,,0.5
1974,41.0,0.0
1975,,0.7
1976,73.0,0.0
1977,30.0,0.0
1978,,0.0
1979,75.0,0.1
1980,74.0,0.0
1981,20.0,0.0
1982,85.0,1.3
1983,384.0,1.5
1984,31.0,0.0
1985,,0.0
1986,383.0,1.2
1987,85.0,0.0
1988,,0.2
1989,,1.6
1990,,0.0
1991,120.0,
1992,,0.0
1993,,0.0
1994,27.0,1.1
1995,10.0,1.5
1996,,0.0
1997,,1.2
1998,20.0,0.0
1999,,3.4
2000,,0.0
2001,,0.0
2002,52.0,2.0
2003,10.0,0.3
2004,,0.0
2005,,0.5
2006,,1.5
2007,,0.0
2008,30.0,0.0
2009,,0.0
2010,,0.0
2011,,0.0
2012,,0.2
2013,,0.7
2014,,1.6
2015,,0.0
2016,10.0,0.0
2017,,0.0
2018,,0.0
2019,30.0,
2020,,0.0
2021,,1.1
2022,142.0,0.1
2023,6.0,1.7
2024,16.0,0.3
2025,,0.1
2026,,0.9
2027,1.0,0.0
2028,,0.0
2029,,0.0
2030,10.0,0.0
2031,,1.1
2032,20.0,0.0
2033,,0.5
2034,,0.4
2035,,0.1
2036,,1.4
2037,1.0,1.4
2038,,0.0
2039,,0.2
2040,,0.6
2041,,0.0
2042,3.0,0.0
2043,2.0,0.0
2044,1.0,0.4
2045,2.0,0.0
2046,4.0,0.2
2047,86.0,0.0
2048,252.0,
2049,182.0,
2050,1.0,1.1
2051,,0.0
2052,1.0,0.1
2053,86.0,0.0
2054,20.0,0.0
2055,,0.0
2056,73.0,1.1
2057,85.0,0.0
2058,41.0,0.5
2059,20.0,0.4
2060,389.0,0.1
2061,10.0,1.4
2062,10.0,0.0
2063,10.0,0.2
2064,75.0,0.0
2065,,1.6
2066,10.0,0.0
2067,213.0,
2068,74.0,1.7
2069,2310.0,1.2
2070,,1.5
2071,10.0,0.5
2072,,0.0
2073,,0.3
2074,31.0,0.6
2075,,2.0
2076,41.0,0.0
2077,,0.0
2078,,3.4
2079,86.0,0.1
2080,794.0,0.0
2081,292.0,0.4
2082,1234.0,0.2
2083,1106.0,0.0
2084,512.0,1.1
2085,1723.0,0.0
2086,959.0,1.5
2087,14.0,0.2
2088,266.0,0.0
2089,598.0,0.3
2090,573.0,1.3
2091,605.0,0.0
2092,473.0,0.0
2093,591.0,0.1
2094,1720.0,0.0
2095,583.0,0.1
2096,441.0,0.0
2097,762.0,0.7
2098,1333.0,1.2
2099,,2.0
2100,591.0,0.0
2101,816.0,0.3
2102,345.0,0.2
2103,243.0,1.4
2104,241.0,1.2
2105,161.0,0.1
2106,,0.0
2107,10.0,0.0
2108,41.0,0.0
2109,63.0,0.0
2110,10.0,0.3
2111,10.0,0.0
2112,10.0,0.0
2113,84.0,0.0
2114,10.0,0.0
2115,74.0,1.5
2116,1479.0,0.8
2117,30.0,0.0
2118,84.0,0.0
2119,41.0,0.5
2120,860.0,2.3
2121,481.0,0.0
2122,62.0,0.0
2123,10.0,0.0
2124,61.0,0.0
2125,20.0,0.2
2126,171.0,2.0
2127,,0.3
2128,379.0,0.0
2129,1616.0,0.0
2130,2755.0,0.0
2131,,0.0
2132,933.0,0.0
2133,1234.0,0.0
2134,,0.1
2135,1106.0,0.0
2136,984.0,1.2
2137,546.0,0.0
2138,1333.0,0.1
2139,1607.0,0.1
2140,1541.0,0.0
2141,990.0,0.4
2142,2481.0,2.2
2143,327.0,0.2
2144,557.0,0.4
2145,189.0,2.0
2146,10.0,0.2
2147,161.0,0.6
2148,,0.0
2149,,3.4
2150,52.0,0.0
2151,20.0,0.1
2152,262.0,0.0
2153,465.0,0.0
2154,1246.0,0.1
2155,448.0,0.0
2156,259.0,0.2
2157,657.0,0.0
2158,41.0,0.6
2159,97.0,0.7
2160,20.0,0.0
2161,20.0,0.0
2162,,0.2
2163,,0.1
2164,,0.0
2165,20.0,0.8
2166,20.0,1.4
2167,20.0,0.8
2168,20.0,0.1
2169,97.0,0.0
2170,888.0,0.1
2171,880.0,0.6
2172,10.0,0.4
2173,52.0,0.5
2174,10.0,0.0
2175,624.0,0.0
2176,10.0,0.0
2177,63.0,0.0
2178,908.0,0.0
2179,1904.0,0.1
2180,364.0,0.0
2181,41.0,0.1
2182,31.0,0.4
2183,20.0,1.2
2184,31.0,0.0
2185,,0.0
2186,,0.0
2187,,1.3
2188,144.0,2.6
2189,,0.0
2190,10.0,0.2
2191,,0.1
2192,10.0,0.2
2193,,0.0
2194,1104.0,
2195,,0.7
2196,20.0,0.7
2197,20.0,0.6
2198,197.0,0.1
2199,,1.6
2200,14.0,0.1
2201,20.0,0.1
2202,,0.2
2203,75.0,0.0
2204,183.0,0.6
2205,108.0,0.0
2206,203.0,1.3
2207,473.0,0.4
2208,364.0,0.4
2209,336.0,0.4
2210,280.0,0.0
2211,253.0,0.0
2212,213.0,0.1
2213,341.0,0.3
2214,210.0,0.0
2215,340.0,0.0
2216,930.0,0.0
2217,290.0,0.0
2218,132.0,0.0
2219,1275.0,2.5
2220,1120.0,1.1
2221,200.0,1.1
2222,75.0,0.2
2223,987.0,0.0
2224,432.0,0.0
2225,860.0,1.9
2226,301.0,1.7
2227,80.0,1.7
2228,10.0,0.0
2229,,0.0
2230,40.0,0.6
2231,50.0,
2232,130.0,
2233,1620.0,
2234,,0.0
2235,20.0,0.0
2236,99.0,0.0
2237,30.0,0.0
2238,,1.0
2239,934.0,1.6
2240,13.0,0.0
2241,11.0,1.7
2242,250.0,0.9
2243,,0.0
2244,10.0,0.0
2245,,1.1
2246,,0.1
2247,20.0,0.1
2248,727.0,0.0
2249,41.0,0.1
2250,1248.0,0.1
2251,5.0,0.6
2252,11.0,1.5
2253,4.0,0.2
2254,15.0,0.6
2255,31.0,0.3
2256,30.0,1.2
2257,333.0,0.0
2258,35.0,0.0
2259,21.0,0.0
2260,7.0,1.4
2261,,0.0
2262,83.0,0.0
2263,43.0,0.0
2264,11.0,0.0
2265,20.0,1.1
2266,10.0,0.9
2267,,1.6
2268,41.0,0.0
2269,31.0,0.0
2270,30.0,1.1
2271,20.0,0.0
2272,30.0,0.5
2273,10.0,0.4
2274,,0.1
2275,51.0,0.1
2276,10.0,1.4
2277,10.0,0.0
2278,,0.2
2279,20.0,0.0
2280,20.0,0.6
2281,10.0,0.1
2282,,0.0
2283,,3.4
2284,,0.0
2285,10.0,0.0
2286,538.0,2.0
2287,,0.3
2288,51.0,0.0
2289,97.0,0.5
2290,120.0,1.5
2291,134.0,0.0
2292,,0.0
2293,1553.0,0.0
2294,81.0,0.0
2295,,0.0
2296,216.0,0.2
2297,31.0,0.7
2298,7.0,0.1
2299,1396.0,0.0
2300,,0.0
2301,63.0,0.0
2302,74.0,0.0
2303,80.0,0.0
2304,158.0,1.1
2305,1217.0,0.1
2306,222.0,0.3
2307,364.0,1.2
2308,1.0,0.0
2309,3.0,0.0
2310,324.0,1.4
2311,4.0,0.1
2312,5.0,0.0
2313,11.0,0.0
2314,2.0,0.4
2315,16.0,0.0
2316,179.0,0.2
2317,1500.0,0.0
2318,584.0,
2319,142.0,0.0
2320,335.0,
2321,1500.0,1.2
2322,1500.0,1.1
2323,1500.0,1.1
2324,,0.0
2325,,0.0
2326,10.0,1.1
2327,,0.0
2328,10.0,0.5
2329,,0.1
2330,,1.4
2331,10.0,0.0
2332,,0.2
2333,10.0,0.0
2334,,0.6
2335,52.0,0.1
2336,464.0,0.0
2337,,3.4
2338,,0.0
2339,,0.0
2340,120.0,2.0
2341,,0.3
2342,,0.0
2343,10.0,0.5
2344,31.0,1.5
2345,,0.0
2346,20.0,0.0
2347,10.0,0.0
2348,10.0,0.0
2349,,0.0
2350,,0.2
2351,,0.7
2352,,1.6
2353,,0.0
2354,10.0,0.0
2355,40.0,0.0
2356,10.0,0.0
2357,,0.0
2358,,0.0
2359,20.0,0.4
2360,9.0,0.3
2361,517.0,0.1
2362,1046.0,0.0
2363,282.0,0.0
2364,187.0,0.0
2365,320.0,0.0
2366,231.0,1.0
2367,1300.0,0.5
2368,104.0,0.6
2369,1300.0,0.5
2370,457.0,0.2
2371,1046.0,0.3
2372,435.0,1.5
2373,139.0,0.6
2374,259.0,0.1
2375,1300.0,0.0
2376,387.0,0.1
2377,63.0,0.1
2378,60.0,0.0
2379,,0.9
2380,298.0,1.7
2381,60.0,0.0
2382,,1.6
2383,,1.0
2384,20.0,0.0
2385,40.0,0.0
2386,240.0,0.0
2387,,
2388,1240.0,
2389,130.0,
2390,300.0,0.6
2391,85.0,0.0
2392,980.0,0.0
2393,76.0,0.0
2394,649.0,0.0
2395,,1.2
2396,1300.0,0.4
2397,,0.0
2398,1203.0,0.6
2399,154.0,0.1
2400,326.0,0.0
2401,126.0,0.0
2402,260.0,0.4
2403,1300.0,0.2
2404,435.0,0.0
2405,1500.0,2.0
2406,770.0,1.1
2407,411.0,0.0
2408,1986.0,1.5
2409,1986.0,0.0
2410,161.0,0.0
2411,517.0,0.3
2412,1120.0,1.3
2413,48.0,0.0
2414,111.0,0.0
2415,88.0,0.1
2416,261.0,0.0
2417,138.0,0.1
2418,44.0,0.0
2419,88.0,0.7
2420,144.0,1.2
2421,1553.0,2.0
2422,185.0,0.0
2423,308.0,0.0
2424,79.0,0.3
2425,236.0,0.2
2426,,1.4
2427,,1.2
2428,1300.0,0.1
2429,320.0,1.1
2430,411.0,0.0
2431,488.0,0.0
2432,1553.0,0.0
2433,,0.3
2434,134.0,0.0
2435,1414.0,0.0
2436,1733.0,0.0
2437,,0.8
2438,1553.0,0.0
2439,1553.0,0.0
2440,,2.3
2441,1733.0,0.0
2442,1500.0,1.1
2443,1500.0,1.1
2444,1500.0,0.1
2445,1500.0,0.0
2446,250.0,0.0
2447,221.0,0.0
2448,179.0,0.0
2449,530.0,0.0
2450,1500.0,0.0
2451,149.0,0.0
2452,1500.0,3.2
2453,1500.0,1.1
2454,1500.0,1.1
2455,1058.0,1.0
2456,320.0,0.4
2457,1090.0,2.1
2458,1500.0,2.1
2459,,2.6
2460,78.0,0.1
2461,261.0,0.2
2462,52.0,0.0
2463,197.0,0.7
2464,528.0,0.6
2465,,0.8
2466,,0.8
2467,159.0,0.1
2468,73.0,0.2
2469,,0.0
2470,77.0,0.0
2471,219.0,0.6
2472,48.0,0.0
2473,649.0,1.3
2474,12.0,0.4
2475,11.0,0.4
2476,12.0,0.4
2477,7.0,0.0
2478,50.0,0.0
2479,12.0,0.1
2480,2420.0,0.6
2481,10.0,0.0
2482,7.0,0.0
2483,19.0,0.0
2484,3.0,0.0
2485,17.0,0.0
2486,226.0,0.0
2487,1095.0,1.7
2488,2220.0,1.7
2489,1935.0,0.1
2490,197.0,0.0
2491,,0.8
2492,,0.8
2493,770.0,0.7
2494,,0.1
2495,,0.7
2496,,0.7
2497,,0.2
2498,41.0,0.0
2499,9.0,0.2
2500,19.0,0.0
2501,1785.0,0.1
2502,179.0,0.0
2503,400.0,0.0
2504,,1.3
2505,,0.5
2506,921.0,0.2
2507,161.0,0.4
2508,225.0,0.2
2509,,2.3
2510,146.0,0.4
2511,763.0,2.0
2512,1733.0,0.0
2513,365.0,0.0
2514,249.0,0.0
2515,411.0,0.0
2516,488.0,0.0
2517,435.0,0.0
2518,326.0,0.1
2519,461.0,0.0
2520,,1.2
2521,194.0,0.0
2522,162.0,0.1
2523,548.0,0.1
2524,68.0,0.0
2525,10.0,0.0
2526,73.0,1.1
2527,6.0,
2528,112.0,0.2
2529,,
2530,3.0,0.0
2531,2.0,0.7
2532,59.0,0.0
2533,,0.0
2534,,0.0
2535,,1.0
2536,410.0,0.2
2537,20.0,0.6
2538,,0.5
2539,,0.0
2540,,0.0
2541,1.0,0.1
2542,,0.0
2543,41.0,0.0
2544,10.0,0.0
2545,,1.9
2546,,0.8
2547,,2.0
2548,,0.6
2549,,0.0
2550,20.0,0.4
2551,,0.0
2552,20.0,0.3
2553,,0.1
2554,,0.3
2555,10.0,0.0
2556,10.0,1.2
2557,10.0,0.0
2558,,0.0
2559,,0.0
2560,10.0,
2561,,0.0
2562,,1.1
2563,,0.6
2564,,0.0
2565,109.0,0.2
2566,,0.4
2567,,0.5
2568,41.0,1.2
2569,,0.5
2570,10.0,0.2
2571,,0.0
2572,10.0,1.0
2573,20.0,1.8
2574,4.0,0.0
2575,,0.3
2576,,0.0
2577,,1.8
2578,959.0,1.0
2579,41.0,0.0
2580,31.0,0.2
2581,121.0,0.5
2582,134.0,1.2
2583,,0.5
2584,404.0,0.4
2585,368.0,0.2
2586,958.0,0.3
2587,98.0,0.0
2588,10.0,0.6
2589,75.0,0.0
2590,,
2591,10.0,0.0
2592,959.0,0.0
2593,41.0,0.0
2594,816.0,1.2
2595,,0.0
2596,85.0,0.3
2597,1274.0,0.1
2598,51.0,0.3
2599,41.0,0.0
2600,148.0,0.4
2601,,0.0
2602,10.0,0.6
2603,86.0,2.0
2604,20.0,0.8
2605,10.0,1.9
2606,10.0,0.0
2607,20.0,0.0
2608,10.0,0.0
2609,86.0,0.0
2610,20.0,0.0
2611,,0.6
2612,1427.0,0.2
2613,109.0,1.0
2614,123.0,0.0
2615,134.0,0.0
2616,11.0,0.0
2617,11.0,0.7
2618,19.0,0.0
2619,115.0,0.0
2620,1496.0,
2621,1500.0,0.2
2622,1500.0,
2623,246.0,0.0
2624,31.0,1.1
2625,31.0,0.0
2626,,0.5
2627,,0.0
2628,75.0,1.0
2629,20.0,0.0
2630,41.0,0.2
2631,20.0,0.5
2632,2400.0,1.2
2633,,0.5
2634,30.0,0.4
2635,,0.2
2636,,0.3
2637,,0.0
2638,23.0,0.1
2639,10.0,0.6
2640,85.0,1.1
2641,20.0,0.0
2642,,
2643,,0.0
2644,41.0,0.0
2645,20.0,1.8
2646,31.0,1.2
2647,10.0,0.0
2648,,0.3
2649,,0.1
2650,,0.3
2651,41.0,0.0
2652,10.0,0.4
2653,,0.0
2654,,0.6
2655,,2.0
2656,,0.8
2657,10.0,1.9
2658,10.0,0.0
2659,,0.0
2660,31.0,0.0
2661,6.0,0.0
2662,20.0,0.0
2663,,0.0
2664,10.0,0.0
2665,15.0,0.5
2666,15.0,0.6
2667,13.0,0.2
2668,20.0,1.0
2669,18.0,0.0
2670,,0.0
2671,,0.0
2672,3.0,0.0
2673,103.0,
2674,40.0,0.2
2675,22.0,
2676,12.0,1.1
2677,10.0,0.0
2678,,0.0
2679,10.0,0.5
2680,15.0,0.6
2681,79.0,0.5
2682,10.0,0.0
2683,,0.0
2684,10.0,0.0
2685,52.0,0.6
2686,20.0,1.9
2687,41.0,0.8
2688,,2.0
2689,10.0,1.0
2690,10.0,0.0
2691,10.0,0.0
2692,,0.6
2693,,1.1
2694,,0.8
2695,10.0,0.4
2696,20.0,0.3
2697,,0.1
2698,41.0,0.3
2699,30.0,0.0
2700,41.0,1.2
2701,75.0,1.1
2702,,0.1
2703,,1.0
2704,144.0,
2705,52.0,0.0
2706,97.0,1.1
2707,,0.0
2708,41.0,0.0
2709,,0.3
2710,,0.2
2711,20.0,0.4
2712,,0.5
2713,86.0,1.2
2714,75.0,0.2
2715,20.0,0.5
2716,2.0,0.1
2717,29.0,1.1
2718,72.0,
2719,46.0,0.2
2720,246.0,
2721,11.0,0.0
2722,31.0,0.5
2723,1500.0,1.0
2724,6.0,0.0
2725,1.0,0.0
2726,,0.0
2727,,0.0
2728,,0.0
2729,10.0,0.6
2730,,0.5
2731,,1.9
2732,,0.8
2733,,0.6
2734,20.0,0.0
2735,63.0,0.0
2736,,1.0
2737,52.0,1.0
2738,,0.0
2739,,0.2
2740,20.0,0.5
2741,84.0,1.2
2742,134.0,0.2
2743,10.0,0.4
2744,16.0,0.6
2745,5.0,0.0
2746,,0.3
2747,,0.0
